location,house_square_feet,stories,bed_rooms,bathrooms,kitchen,dining_room,parking,land_size_perch,build_year,pool,furnished,property_type,price
Colombo 4,962,3,5,2,1.0,1,1,11.56,2022,yes,yes,Commercial,13186894
Colombo 4,3204,1,3,4,1.0,1,2,17.71,1978,no,no,Residential,53700869
Colombo 4,2316,2,1,1,1.0,0,2,23.64,1988,no,no,Residential,43137024
Colombo 4,5889,2,3,4,1.0,0,0,24.73,2023,no,no,Residential,68714536
Colombo 4,5051,1,2,1,1.0,1,0,19.79,1991,no,no,Residential,6954237
Colombo 4,4886,3,1,1,1.0,1,1,15.62,1995,no,no,Residential,85528051
Colombo 4,4338,1,3,3,1.0,1,0,19.65,1990,no,yes,Residential,93840114
Colombo 4,3069,1,2,3,1.0,0,2,9.01,2000,no,no,Residential,72608832
Colombo 4,5395,3,2,4,1.0,1,0,9.24,1983,no,yes,Residential,58202280
Colombo 4,1156,1,1,1,1.0,0,2,17.4,1976,no,no,Commercial,30789249
Colombo 4,1425,2,4,2,1.0,0,1,22.18,2017,no,yes,Residential,14551087
Colombo 4,3408,2,5,1,1.0,1,2,24.34,1989,no,no,Residential,57762274
Colombo 4,5750,2,1,2,1.0,1,0,10.51,2009,no,yes,Residential,47893293
Colombo 4,5121,1,2,4,1.0,1,0,20.52,1998,no,yes,Residential,90481188
Colombo 4,3319,2,2,4,1.0,0,1,21.73,2022,no,no,Residential,26841898
Colombo 4,4108,2,1,2,1.0,1,0,16.71,2012,no,yes,Residential,81933312
Colombo 4,4341,2,4,2,1.0,1,1,10.65,1988,no,yes,Residential,27199837
Colombo 4,2174,2,5,1,1.0,0,1,16.62,2011,no,no,Residential,23530086
Colombo 4,4598,2,3,4,1.0,1,0,15.86,2011,no,yes,Residential,36900553
Colombo 4,2729,2,1,1,1.0,1,2,16.34,1980,no,yes,Residential,37815275
Colombo 4,3003,1,5,2,1.0,0,1,16.62,1992,no,yes,Residential,83522539
Colombo 4,3929,2,5,3,1.0,0,2,21.64,1996,no,yes,Residential,38074748
Colombo 4,1188,2,2,3,1.0,0,0,6.74,1992,no,no,Residential,96128896
Colombo 4,2612,3,3,3,1.0,0,2,11.08,1976,yes,no,Residential,56414184
Colombo 4,2147,1,1,2,1.0,0,2,15.89,2006,no,no,Residential,91886480
Colombo 4,894,1,2,1,1.0,1,2,9.23,1991,yes,yes,Residential,63248571
Colombo 4,2585,1,2,4,1.0,1,2,24.52,1975,no,no,Commercial,76102209
Colombo 4,5943,1,4,2,1.0,0,0,8.79,1983,no,no,Commercial,39453576
Colombo 4,3717,2,5,3,1.0,1,0,13.33,1987,no,no,Residential,39373963
Colombo 4,2290,2,1,1,1.0,1,2,22.3,2010,no,no,Residential,51507195
Colombo 4,1736,3,1,4,1.0,0,0,4.76,2011,no,yes,Residential,33099608
Colombo 4,5952,3,1,4,1.0,0,0,21.06,2004,yes,yes,Residential,63601464
Colombo 4,2664,1,2,2,1.0,0,1,15.56,2005,no,no,Commercial,93380533
Colombo 4,5055,3,4,2,1.0,1,0,3.7,1997,no,yes,Residential,25296811
Colombo 4,5395,3,3,4,1.0,0,2,22.86,2002,no,no,Residential,86533169
Colombo 4,5143,1,2,4,1.0,1,0,3.86,1984,no,no,Residential,77795746
Colombo 4,5370,1,3,3,1.0,1,0,14.33,1999,no,no,Residential,77293856
Colombo 4,1607,3,4,4,1.0,1,0,4.08,2010,no,no,Commercial,56741174
Colombo 4,3114,2,5,2,1.0,1,0,4.57,2000,no,no,Commercial,96753969
Colombo 4,4126,3,1,1,1.0,0,1,22.52,2000,no,no,Residential,63827831
Colombo 4,5281,3,3,3,1.0,1,2,19.85,2019,no,yes,Residential,60942292
Colombo 4,5952,2,2,3,1.0,0,2,7.33,1987,yes,no,Residential,41726070
Colombo 4,1847,2,3,4,1.0,1,0,16.65,1991,no,no,Residential,48471399
Colombo 4,5689,1,5,1,1.0,0,0,20.48,2014,no,no,Commercial,74861013
Colombo 4,4502,1,1,3,1.0,0,1,22.57,1978,no,no,Residential,96091867
Colombo 4,2035,3,3,2,1.0,0,0,13.3,1997,no,yes,Residential,83712952
Colombo 4,1171,2,5,4,1.0,1,1,22.74,2009,no,yes,Residential,86467139
Colombo 4,2982,1,2,2,1.0,1,2,14.17,1985,no,no,Residential,26211161
Colombo 4,1845,3,4,4,1.0,1,2,18.14,1986,no,no,Residential,93003695
Colombo 4,2684,2,2,3,1.0,0,1,24.54,1983,no,yes,Residential,42502907
Colombo 4,5684,3,1,4,1.0,1,2,8.19,1989,no,no,Residential,78490454
Colombo 4,877,1,2,1,1.0,1,0,6.71,2019,no,no,Residential,6599289
Colombo 4,5915,1,2,2,1.0,1,0,10.52,2011,no,no,Residential,92940359
Colombo 4,2487,2,2,1,1.0,0,1,6.62,1979,no,yes,Residential,99185587
Colombo 4,5179,3,2,2,1.0,1,2,9.25,1993,no,no,Residential,68111647
Colombo 4,1865,2,1,2,1.0,1,2,19.35,1985,no,no,Commercial,14873899
Colombo 4,5426,1,5,4,1.0,0,1,13.51,1983,no,no,Commercial,45948480
Colombo 4,1640,1,3,3,1.0,0,1,11.25,2009,no,no,Residential,84610999
Colombo 4,1517,3,4,3,1.0,0,2,11.11,2001,no,no,Residential,28955741
Colombo 4,1485,3,3,1,1.0,0,1,7.28,1987,no,no,Residential,82255643
Colombo 4,3352,3,3,4,1.0,0,0,12.84,1986,no,no,Residential,46344784
Colombo 4,621,2,4,3,1.0,0,2,16.74,1983,no,yes,Commercial,82749654
Colombo 4,5169,3,1,2,1.0,1,1,6.06,2016,no,yes,Residential,92866233
Colombo 4,3791,3,4,2,1.0,1,1,24.4,2002,no,yes,Residential,22716375
Colombo 5,2953,1,1,4,1.0,0,1,12.75,1987,no,no,Residential,49812885
Colombo 5,5399,1,3,1,1.0,1,2,23.86,1994,yes,no,Residential,85329560
Colombo 5,1286,3,1,4,1.0,0,0,5.96,1987,no,yes,Commercial,93971187
Colombo 5,884,3,5,1,1.0,1,0,19.88,2001,no,no,Residential,61804166
Colombo 5,5411,1,4,4,1.0,0,2,16.59,2000,no,no,Residential,8726581
Colombo 5,4347,3,5,2,1.0,0,1,21.04,2003,no,no,Residential,92990271
Colombo 5,1362,2,3,4,1.0,1,2,16.21,2003,no,no,Residential,42925781
Colombo 5,5946,2,4,3,1.0,1,2,24.18,1996,no,yes,Residential,44218490
Colombo 5,5643,2,3,3,1.0,1,1,16.79,1983,no,yes,Residential,31946340
Colombo 5,3028,3,5,4,1.0,1,2,20.26,1998,no,no,Residential,48649185
Colombo 5,3107,1,3,1,1.0,1,0,22.31,2016,no,yes,Commercial,19886256
Colombo 5,5726,3,4,1,1.0,1,2,18.72,1993,no,no,Residential,45752056
Colombo 5,628,3,4,2,1.0,1,1,14.53,2012,no,no,Residential,65817683
Colombo 5,1506,1,3,2,1.0,1,2,9.0,2005,no,no,Residential,54828368
Colombo 5,3704,1,4,1,1.0,0,0,21.8,2013,no,no,Residential,74166515
Colombo 5,4599,1,4,4,1.0,1,2,13.57,1989,no,no,Commercial,11614275
Colombo 5,3594,2,3,2,1.0,1,2,16.66,2006,no,no,Residential,37302014
Colombo 5,3106,3,5,1,1.0,0,2,4.74,2020,yes,no,Commercial,65423412
Colombo 5,5265,1,4,1,1.0,0,2,13.94,2022,no,no,Residential,16009361
Colombo 5,4209,3,4,4,1.0,0,1,18.36,2020,no,yes,Commercial,66026267
Colombo 5,4153,2,4,3,1.0,0,0,15.85,2003,yes,no,Residential,14457713
Colombo 5,2053,2,4,1,1.0,1,0,12.87,2008,no,no,Residential,74745935
Colombo 5,5433,1,3,2,1.0,1,0,7.92,1983,no,yes,Residential,50954282
Colombo 5,3956,1,5,4,1.0,0,2,9.81,2009,no,no,Residential,68617607
Colombo 5,1115,3,5,4,1.0,0,0,18.41,1980,no,no,Residential,96322172
Colombo 5,638,1,1,4,1.0,1,1,7.93,2011,no,no,Residential,72034001
Colombo 5,3942,3,4,3,1.0,1,2,16.68,1988,no,no,Residential,7613237
Colombo 5,1486,1,4,3,1.0,1,2,15.97,2021,no,no,Commercial,79853681
Colombo 5,3444,3,1,2,1.0,1,0,24.35,2023,no,no,Residential,65541007
Colombo 5,2804,3,5,2,1.0,0,2,4.34,1983,no,no,Commercial,58384477
Colombo 5,1698,3,2,4,1.0,1,2,5.38,1993,no,no,Residential,78718320
Colombo 5,2423,3,2,2,1.0,0,0,14.13,1997,no,yes,Residential,45148065
Colombo 5,3801,2,5,1,1.0,0,1,14.6,2015,no,yes,Residential,50782493
Colombo 5,5669,3,4,3,1.0,0,1,3.88,2002,no,no,Commercial,38976238
Colombo 5,3755,1,2,4,1.0,1,0,21.17,1990,no,no,Residential,36783448
Colombo 5,3693,2,3,4,1.0,0,1,13.88,2000,no,yes,Residential,50625045
Colombo 5,4130,2,3,1,1.0,1,1,10.63,2012,no,no,Residential,56020735
Colombo 5,4378,3,1,1,1.0,0,1,10.01,2014,no,no,Residential,30149083
Colombo 5,3496,2,5,1,1.0,1,2,21.95,1999,no,yes,Commercial,43443494
Colombo 5,4053,3,5,1,1.0,0,2,7.33,2009,no,no,Residential,74506720
Colombo 5,4111,1,2,4,1.0,0,2,6.53,1979,no,yes,Residential,81188163
Colombo 5,1588,3,4,3,1.0,1,1,7.69,1981,no,no,Residential,47893775
Colombo 5,4716,2,5,3,1.0,1,2,16.75,1997,no,no,Residential,84439760
Colombo 5,5564,1,2,1,1.0,0,1,20.84,1999,no,no,Residential,73705783
Colombo 5,4626,3,2,2,1.0,0,0,10.28,1975,no,no,Residential,62634851
Colombo 5,4779,1,5,4,1.0,1,1,6.82,1996,no,no,Residential,79941334
Colombo 5,2282,1,2,3,1.0,0,2,7.6,1978,yes,no,Residential,82961159
Colombo 5,5265,2,1,1,1.0,1,1,16.62,2002,no,yes,Residential,74433992
Colombo 5,4563,1,1,2,1.0,1,2,8.41,2022,no,yes,Residential,12013965
Colombo 5,1533,2,5,2,1.0,0,2,22.3,1988,no,no,Commercial,61435510
Colombo 5,4198,1,4,1,1.0,1,0,5.29,2007,yes,yes,Residential,39082111
Colombo 5,3833,3,1,4,1.0,0,0,3.71,1978,no,no,Residential,49006644
Colombo 5,2580,1,1,3,1.0,1,2,4.94,2016,no,no,Residential,44815001
Colombo 5,2455,3,5,2,1.0,1,1,21.6,1985,no,no,Residential,55897635
Colombo 5,3656,3,3,3,1.0,0,0,17.33,2013,no,no,Residential,6233801
Colombo 5,1392,1,2,3,1.0,1,0,24.07,2006,no,no,Residential,40298392
Colombo 5,1391,3,1,2,1.0,0,2,10.4,1978,no,no,Commercial,86202947
Colombo 5,2409,1,3,1,1.0,1,1,7.68,1975,no,no,Residential,12398173
Colombo 5,5990,1,4,2,1.0,1,0,15.36,2000,no,no,Residential,57172785
Colombo 5,2855,3,3,2,1.0,1,0,14.83,2007,no,no,Residential,27219914
Colombo 5,4210,3,5,4,1.0,1,1,16.0,1991,no,no,Residential,87142770
Colombo 5,2207,2,4,3,1.0,0,0,10.65,2001,no,no,Residential,79428050
Colombo 5,5779,3,4,1,1.0,1,1,3.13,2016,no,no,Residential,35877425
Colombo 5,1584,2,3,3,1.0,1,2,3.77,1979,no,no,Residential,67428556
Colombo 5,4276,3,5,2,1.0,1,0,17.6,1981,no,yes,Residential,18679544
Colombo 5,3980,1,1,1,1.0,0,2,14.51,1999,no,yes,Residential,14538019
Colombo 5,1119,3,3,1,1.0,0,1,21.06,1982,no,no,Residential,82212034
Colombo 5,1190,1,1,1,1.0,0,2,9.61,2008,no,no,Residential,68231343
Colombo 5,1650,1,3,1,1.0,0,2,20.94,2015,no,no,Residential,75348621
Colombo 5,4233,1,1,4,1.0,1,2,12.36,1978,no,no,Residential,89300233
Colombo 5,5044,2,3,1,1.0,1,1,5.13,1986,yes,no,Residential,66057445
Colombo 5,1559,3,4,2,1.0,1,1,24.51,2005,no,no,Residential,80253991
Colombo 5,1292,1,2,4,1.0,0,1,14.26,1985,no,no,Residential,34456922
Colombo 5,4499,1,4,2,1.0,0,1,16.85,2011,no,no,Residential,34010639
Colombo 5,5073,2,1,2,1.0,1,1,17.76,2018,no,yes,Commercial,40921033
Colombo 5,3546,3,5,3,1.0,1,0,10.97,2010,no,no,Residential,22786229
Colombo 5,1126,3,4,1,1.0,1,0,19.45,2019,yes,no,Residential,40673524
Colombo 5,3824,2,2,1,1.0,0,0,22.15,1996,no,no,Residential,33278938
Colombo 5,2853,2,1,2,1.0,1,2,11.52,1975,no,no,Residential,59196742
Colombo 5,3944,3,4,1,1.0,1,2,17.45,1978,yes,no,Residential,42792882
Colombo 5,4565,2,3,4,1.0,0,1,19.66,2010,no,no,Commercial,82346137
Colombo 5,5955,3,5,3,1.0,0,1,7.18,1982,no,no,Residential,23861649
Colombo 5,2475,3,1,1,1.0,1,0,10.32,1999,no,no,Residential,46152012
Colombo 5,2363,1,4,1,1.0,0,1,5.39,2002,no,no,Residential,99848090
Colombo 5,1120,1,1,4,1.0,1,2,16.25,2012,no,no,Residential,82595323
Colombo 5,1616,3,3,3,1.0,1,1,20.62,2010,no,no,Residential,15738475
Colombo 5,5709,3,2,4,1.0,1,0,16.44,2010,no,no,Residential,83650309
Colombo 5,716,3,4,2,1.0,1,1,6.96,2017,no,no,Residential,74280339
Colombo 5,3033,3,1,2,1.0,0,2,15.02,2015,no,no,Commercial,67178293
Colombo 5,1183,3,1,1,1.0,0,0,21.37,2020,no,no,Residential,15904091
Colombo 5,994,3,1,3,1.0,0,1,9.66,1978,no,no,Residential,98011222
Colombo 5,5783,2,2,2,1.0,1,2,21.32,1987,no,yes,Residential,13923031
Colombo 5,4388,3,1,4,1.0,1,0,20.26,2012,no,no,Residential,62954667
Colombo 5,3368,2,5,2,1.0,1,0,3.48,2019,no,yes,Residential,61099477
Colombo 5,4767,2,5,2,1.0,0,2,8.27,1999,no,no,Residential,85721213
Colombo 5,4460,3,1,4,1.0,0,1,14.94,1977,no,no,Residential,71253113
Colombo 5,873,3,5,1,1.0,1,1,18.79,2006,no,no,Residential,38564046
Colombo 5,2613,2,4,3,1.0,0,1,22.37,2013,yes,no,Residential,31679023
Colombo 5,5033,2,5,1,1.0,0,0,17.1,1975,no,yes,Commercial,84946973
Colombo 5,1989,3,1,4,1.0,0,0,11.37,1985,no,no,Residential,30231939
Colombo 6,4166,3,3,2,1.0,0,1,7.06,1976,no,no,Residential,38473007
Colombo 6,5302,2,4,3,1.0,1,0,19.72,1979,no,yes,Residential,91358638
Colombo 6,765,2,2,1,1.0,0,0,7.55,1996,yes,no,Residential,54560866
Colombo 6,2167,2,1,4,1.0,1,2,18.3,2020,no,no,Residential,52404846
Colombo 6,1328,1,2,2,1.0,0,1,6.99,1987,no,yes,Residential,22762392
Colombo 6,2643,2,3,2,1.0,1,1,5.0,2022,no,no,Residential,88170247
Colombo 6,4797,1,2,1,1.0,1,1,8.52,1997,no,no,Residential,8069259
Colombo 6,4096,3,1,4,1.0,0,0,9.27,2021,no,no,Residential,68693429
Colombo 6,1378,3,1,2,1.0,1,0,17.24,2005,no,yes,Residential,58042305
Colombo 6,813,2,3,2,1.0,1,0,6.54,2009,no,yes,Residential,43354015
Colombo 6,4362,3,1,3,1.0,0,1,23.47,2012,no,yes,Residential,16028286
Colombo 6,5807,3,3,2,1.0,1,0,15.2,2015,no,no,Residential,49561653
Colombo 6,2176,3,3,1,1.0,0,1,13.8,2009,no,no,Residential,24846602
Colombo 6,3048,3,1,4,1.0,1,0,12.56,2019,no,yes,Residential,84860880
Colombo 6,3536,1,5,4,1.0,0,1,15.47,1987,no,no,Residential,64786876
Colombo 6,3717,1,3,3,1.0,0,2,3.49,1981,no,no,Residential,37235412
Colombo 6,1191,2,1,4,1.0,0,0,24.78,1979,no,yes,Residential,9680213
Colombo 6,5805,2,5,1,1.0,0,1,15.27,2003,no,yes,Commercial,5892284
Colombo 6,3320,2,3,2,1.0,0,2,3.77,1982,no,yes,Residential,34506912
Colombo 6,1313,3,5,3,1.0,1,2,15.98,1982,no,yes,Commercial,47865523
Colombo 6,1535,3,4,4,1.0,1,0,12.62,1981,no,no,Residential,89382646
Colombo 6,4937,1,4,3,1.0,0,1,3.53,1993,no,no,Residential,14536206
Colombo 6,601,1,5,3,1.0,1,0,23.34,2013,no,no,Residential,61422292
Colombo 6,3448,2,3,4,1.0,1,2,3.23,1997,yes,no,Residential,60853313
Colombo 6,4644,1,1,3,1.0,1,0,15.71,2010,no,no,Residential,98442857
Colombo 6,2549,1,2,4,1.0,0,1,24.16,2016,no,no,Residential,85431653
Colombo 6,1517,1,1,1,1.0,0,2,8.23,2006,no,no,Residential,28373698
Colombo 6,3774,1,2,4,1.0,1,0,8.59,2019,no,no,Residential,43313804
Colombo 6,2841,1,2,2,1.0,0,0,3.01,1978,no,no,Residential,82915351
Colombo 6,689,2,3,4,1.0,0,0,4.46,2004,no,no,Residential,16320765
Colombo 6,2309,2,5,2,1.0,1,0,3.99,2016,no,no,Residential,8758734
Colombo 6,2769,1,1,3,1.0,0,0,21.1,2013,no,no,Residential,25614085
Colombo 6,4838,2,5,4,1.0,0,2,21.41,1979,no,no,Commercial,35528456
Colombo 6,3641,3,4,2,1.0,0,2,18.99,1977,no,yes,Residential,5226280
Colombo 6,705,1,3,4,1.0,0,1,10.76,1996,no,yes,Residential,86898878
Colombo 6,1486,3,3,4,1.0,0,0,21.07,2002,no,no,Residential,74164145
Colombo 6,1027,2,4,4,1.0,1,1,14.88,1996,no,yes,Residential,51727912
Colombo 6,2495,2,1,1,1.0,0,2,9.69,1996,no,no,Residential,30254980
Colombo 6,916,3,4,2,1.0,0,0,12.62,2008,no,no,Residential,49453228
Colombo 6,1234,2,1,1,1.0,1,1,4.45,2003,no,no,Residential,53039592
Colombo 6,2525,1,2,1,1.0,1,0,23.79,2017,no,no,Residential,27864082
Colombo 6,2656,3,3,2,1.0,0,0,16.62,2016,no,no,Residential,94897235
Colombo 6,3744,1,1,4,1.0,1,1,19.09,1987,no,no,Residential,21846816
Colombo 6,2870,3,5,1,1.0,0,2,17.88,1981,no,no,Residential,55828394
Colombo 6,2039,2,5,1,1.0,1,1,17.69,1984,no,yes,Residential,62198500
Colombo 6,1152,3,3,1,1.0,0,1,3.38,2002,no,no,Commercial,92304670
Colombo 6,1315,3,4,4,1.0,1,1,14.56,1978,no,no,Residential,41944076
Colombo 6,5983,1,4,1,1.0,0,0,21.08,2006,no,no,Commercial,93433125
Colombo 6,4511,2,1,3,1.0,1,2,3.98,1996,no,yes,Residential,95630252
Colombo 6,2313,1,4,2,1.0,0,2,24.04,1994,no,no,Residential,79828229
Colombo 6,3989,2,3,3,1.0,0,0,12.33,2022,no,no,Residential,10844206
Colombo 6,1707,1,1,4,1.0,0,2,9.38,1994,no,yes,Residential,15851335
Colombo 6,4806,3,2,1,1.0,1,1,14.7,1980,no,no,Residential,71572799
Colombo 6,850,1,4,2,1.0,1,2,20.63,1983,no,no,Residential,9891690
Colombo 6,3030,2,4,1,1.0,0,0,13.44,2002,no,no,Residential,43909736
Colombo 6,2654,2,1,4,1.0,0,2,17.19,1987,no,yes,Residential,76548621
Colombo 6,1058,3,5,2,1.0,0,0,14.0,2005,no,yes,Residential,85344963
Colombo 6,5803,2,4,3,1.0,0,1,16.89,2013,no,yes,Commercial,64254551
Colombo 6,807,1,3,2,1.0,1,0,6.04,1988,no,yes,Residential,71300654
Colombo 6,1499,3,4,1,1.0,1,2,3.85,1996,no,no,Commercial,65735252
Colombo 6,4061,2,2,2,1.0,1,1,6.01,2011,no,yes,Residential,91808969
Colombo 6,3985,2,4,4,1.0,0,2,9.29,2019,no,no,Residential,37402989
Colombo 6,621,1,5,4,1.0,0,0,8.57,1998,yes,yes,Residential,73731077
Colombo 6,1009,1,4,2,1.0,1,1,16.53,1982,no,yes,Residential,52095247
Colombo 6,1494,3,1,4,1.0,1,0,13.03,1989,yes,yes,Residential,80201656
Colombo 6,1114,2,4,4,1.0,1,2,3.85,2015,no,yes,Residential,93370475
Colombo 6,5504,1,5,4,1.0,1,0,3.77,1980,no,yes,Residential,25230363
Colombo 6,5569,3,1,3,1.0,0,2,4.99,1997,no,no,Residential,43933347
Colombo 6,4709,2,3,1,1.0,0,2,10.77,1999,no,no,Residential,85263261
Colombo 6,5666,2,1,4,1.0,0,1,3.14,2005,no,yes,Residential,99525592
Colombo 6,2734,3,2,2,1.0,1,1,13.87,2020,no,no,Residential,88028492
Colombo 6,4195,3,1,4,1.0,0,0,10.93,2003,no,yes,Residential,66038502
Colombo 6,3556,1,3,3,1.0,1,2,15.22,1997,no,yes,Commercial,63030798
Colombo 6,2160,2,4,2,1.0,1,2,18.86,1984,no,no,Residential,74882622
Colombo 6,1866,2,1,1,1.0,1,1,8.52,1983,no,no,Residential,98124005
Colombo 6,2769,2,1,2,1.0,1,1,6.46,2023,no,no,Residential,95563741
Colombo 6,4238,3,1,2,1.0,1,1,9.12,1987,yes,yes,Residential,94001229
Colombo 6,1349,1,1,2,1.0,0,1,3.04,2006,no,no,Residential,33687153
Colombo 6,4027,2,3,2,1.0,0,0,5.64,2023,no,no,Residential,11758656
Colombo 6,5380,3,5,4,1.0,0,0,19.52,2019,no,no,Residential,19363324
Colombo 6,2527,2,5,1,1.0,1,0,7.9,2015,no,no,Residential,59102530
Colombo 6,4404,1,1,4,1.0,0,0,24.87,1975,no,no,Commercial,32606252
Colombo 6,4302,2,3,3,1.0,1,1,6.69,1975,no,no,Residential,42812145
Colombo 6,2956,1,3,3,1.0,0,0,20.35,2011,no,no,Residential,34358524
Colombo 6,5390,1,1,2,1.0,1,0,18.51,2014,no,no,Residential,95863523
Colombo 6,2935,2,2,4,1.0,1,0,10.09,1992,no,no,Residential,90280387
Colombo 6,906,2,1,4,1.0,0,1,10.28,2010,no,yes,Commercial,94348266
Colombo 6,4265,1,2,1,1.0,1,2,15.4,2005,no,no,Residential,41772109
Colombo 6,2589,3,1,1,1.0,0,1,21.75,1975,no,no,Residential,54105496
Colombo 6,1261,1,2,1,1.0,0,2,11.5,2021,no,no,Commercial,44130726
Colombo 6,5244,2,2,4,1.0,0,2,4.35,2010,no,no,Residential,71579206
Colombo 6,911,2,1,1,1.0,1,0,11.24,1983,yes,no,Residential,7220039
Colombo 6,3520,3,2,1,1.0,1,0,7.56,1996,no,no,Residential,55939435
Colombo 6,1682,1,4,1,1.0,1,0,23.66,2002,no,no,Residential,70683590
Colombo 6,3571,1,5,2,1.0,1,1,18.34,2000,no,no,Residential,66501175
Colombo 6,1354,1,3,3,1.0,0,1,4.12,1984,no,yes,Commercial,75056751
Colombo 6,4730,2,2,3,1.0,1,0,9.45,2021,no,no,Residential,87080573
Colombo 6,5140,1,2,4,1.0,0,1,4.1,1977,yes,no,Commercial,59628376
Colombo 6,5926,3,3,4,1.0,0,1,21.26,1976,no,no,Residential,20128537
Colombo 6,952,2,2,2,1.0,1,2,22.94,2011,no,no,Residential,66302979
Colombo 7,1502,2,3,3,1.0,1,1,5.47,2005,no,yes,Residential,6006271
Colombo 7,4488,1,1,1,1.0,0,2,12.69,2007,no,yes,Residential,46967472
Colombo 7,758,3,4,1,1.0,1,0,23.5,2006,no,no,Residential,60499153
Colombo 7,2577,2,4,4,1.0,0,1,6.19,2017,no,no,Residential,57327171
Colombo 7,1556,2,5,3,1.0,1,2,9.42,1986,no,no,Residential,57811664
Colombo 7,2671,1,2,4,1.0,1,1,9.69,1977,no,yes,Residential,14695790
Colombo 7,1003,1,5,4,1.0,0,2,3.66,2022,no,no,Commercial,54196917
Colombo 7,5211,3,1,1,1.0,0,2,3.8,2000,no,no,Residential,57331728
Colombo 7,3379,1,4,1,1.0,0,1,23.96,1988,no,no,Residential,73070700
Colombo 7,1987,3,1,3,1.0,1,0,15.56,1986,no,no,Residential,12185922
Colombo 7,4053,2,1,4,1.0,1,2,9.75,2000,no,yes,Residential,78909131
Colombo 7,1555,3,2,2,1.0,1,0,11.33,1990,no,no,Commercial,56232730
Colombo 7,2312,3,1,3,1.0,0,1,18.73,1982,no,no,Residential,65614288
Colombo 7,5303,3,4,4,1.0,0,1,11.06,2023,no,no,Residential,46379701
Colombo 7,1873,2,5,3,1.0,1,0,8.01,2023,no,no,Residential,57352806
Colombo 7,4411,1,4,3,1.0,0,1,5.24,2002,no,no,Residential,50944825
Colombo 7,3225,2,2,3,1.0,1,2,19.04,1981,no,no,Residential,57191850
Colombo 7,2982,1,4,2,1.0,0,0,6.97,1989,no,no,Residential,52120367
Colombo 7,2041,3,3,2,1.0,1,1,4.53,2015,no,yes,Residential,38939043
Colombo 7,3579,3,5,1,1.0,1,1,12.39,2010,no,no,Residential,18358863
Colombo 7,2397,3,3,1,1.0,1,0,3.87,1982,no,yes,Residential,49608228
Colombo 7,4990,3,3,4,1.0,0,2,24.23,1984,yes,yes,Residential,94250738
Colombo 7,4609,3,2,3,1.0,0,0,16.8,1989,no,yes,Residential,55816885
Colombo 7,5450,1,1,4,1.0,1,1,6.36,1992,no,yes,Residential,6887004
Colombo 7,1994,1,3,1,1.0,1,1,6.79,2020,no,yes,Residential,87415821
Colombo 7,4881,3,4,2,1.0,1,0,15.54,2011,no,no,Residential,72678790
Colombo 7,1869,2,1,1,1.0,1,2,10.84,2015,no,yes,Residential,84885992
Colombo 7,5332,2,4,4,1.0,1,2,20.03,2019,no,no,Residential,72035832
Colombo 7,5987,3,4,1,1.0,1,2,15.01,2017,no,no,Residential,32290956
Colombo 7,4314,1,1,4,1.0,0,0,12.53,2018,yes,yes,Residential,83094740
Colombo 7,1129,2,1,4,1.0,0,2,24.19,2009,no,no,Residential,9351462
Colombo 7,4223,2,4,4,1.0,0,2,11.6,1976,no,no,Residential,38100642
Colombo 7,3558,2,2,4,1.0,0,2,11.81,1996,no,no,Residential,67894072
Colombo 7,3514,3,5,1,1.0,1,2,17.65,1989,no,no,Residential,32257268
Colombo 7,5489,2,5,4,1.0,1,1,20.81,2011,no,no,Residential,20008601
Colombo 7,4191,2,2,4,1.0,1,0,16.78,2013,yes,no,Residential,79710445
Colombo 7,2747,2,1,3,1.0,0,0,18.37,2010,no,no,Residential,95766982
Colombo 7,5173,2,4,4,1.0,0,2,11.2,1979,no,no,Residential,99989969
Colombo 7,3969,1,5,1,1.0,1,0,13.55,2022,no,no,Residential,31069336
Colombo 7,1539,3,4,4,1.0,0,0,7.33,1989,yes,no,Residential,63259604
Colombo 7,1125,3,2,2,1.0,0,1,17.97,2001,yes,yes,Residential,39315655
Colombo 7,601,1,4,2,1.0,1,0,7.87,1990,no,no,Commercial,61283322
Colombo 7,974,1,2,4,1.0,1,1,3.03,2010,no,yes,Residential,29264723
Colombo 7,2940,3,1,2,1.0,1,0,23.54,2012,no,no,Residential,95887505
Colombo 7,4605,2,2,2,1.0,0,1,9.73,1992,no,no,Residential,37648146
Colombo 7,3652,2,2,1,1.0,1,1,7.33,2009,no,no,Commercial,77261363
Colombo 7,5248,3,5,3,1.0,1,0,8.9,1999,no,no,Commercial,90672002
Colombo 7,2965,2,4,2,1.0,1,1,10.27,1996,no,no,Commercial,14860534
Colombo 7,2125,1,5,2,1.0,0,1,13.44,2005,no,no,Commercial,70859045
Colombo 7,5076,2,3,3,1.0,0,0,4.53,2011,no,no,Residential,57003601
Colombo 7,2246,2,2,3,1.0,1,1,4.16,2008,no,no,Residential,90899214
Colombo 7,613,2,3,2,1.0,1,1,9.44,1997,no,no,Residential,17049005
Colombo 7,5199,3,5,4,1.0,0,1,9.51,1990,no,yes,Residential,68424596
Colombo 7,2878,1,4,2,1.0,0,1,5.59,1980,no,no,Residential,23474389
Colombo 7,3755,2,5,4,1.0,1,1,11.91,1989,no,no,Residential,77171271
Colombo 7,729,3,4,4,1.0,0,2,9.25,1992,no,yes,Residential,71110858
