location,house_square_feet,stories,bed_rooms,bathrooms,kitchen,dining_room,parking,land_size_perch,build_year,pool,furnished,property_type,price,property_age,price_per_sqft,total_rooms
Colombo 7,5987,3,4,1,1.0,1,2,15.01,2017,0,0,Residential,32300000,8,5395.022548855854,5
Colombo 7,4314,1,1,4,1.0,0,0,12.53,2018,1,1,Residential,83100000,7,19262.86509040334,5
Colombo 7,1129,2,1,4,1.0,0,2,24.19,2009,0,0,Residential,9350000,16,8281.665190434012,5
Colombo 7,4223,2,4,4,1.0,0,2,11.6,1976,0,0,Residential,38100000,49,9022.022259057541,8
Colombo 7,3558,2,2,4,1.0,0,2,11.81,1996,0,0,Residential,67900000,29,19083.754918493534,6
Colombo 7,3514,3,5,1,1.0,1,2,17.65,1989,0,0,Residential,32300000,36,9191.804211724531,6
Colombo 7,5489,2,5,4,1.0,1,1,20.81,2011,0,0,Residential,20000000,14,3643.6509382401164,9
Colombo 7,4191,2,2,4,1.0,1,0,16.78,2013,1,0,Residential,79700000,12,19016.941064185157,6
Colombo 7,2747,2,1,3,1.0,0,0,18.37,2010,0,0,Residential,95800000,15,34874.40844557699,4
Colombo 7,5173,2,4,4,1.0,0,2,11.2,1979,0,0,Residential,100000000,46,19331.142470520008,8
Colombo 7,3969,1,5,1,1.0,1,0,13.55,2022,0,0,Residential,31100000,3,7835.726883345931,6
Colombo 7,1539,3,4,4,1.0,0,0,7.33,1989,1,0,Residential,63300000,36,41130.604288499024,8
Colombo 7,1125,3,2,2,1.0,0,1,17.97,2001,1,1,Residential,39300000,24,34933.333333333336,4
Colombo 7,601,1,4,2,1.0,1,0,7.87,1990,0,0,Commercial,61300000,35,101996.67221297837,6
Colombo 7,974,1,2,4,1.0,1,1,3.03,2010,0,1,Residential,29300000,15,30082.135523613964,6
Colombo 7,2940,3,1,2,1.0,1,0,23.54,2012,0,0,Residential,95900000,13,32619.04761904762,3
Colombo 7,4605,2,2,2,1.0,0,1,9.73,1992,0,0,Residential,37600000,33,8165.038002171553,4
Colombo 7,3652,2,2,1,1.0,1,1,7.33,2009,0,0,Commercial,77300000,16,21166.484118291348,3
Colombo 7,5248,3,5,3,1.0,1,0,8.9,1999,0,0,Commercial,90700000,26,17282.774390243903,8
Colombo 7,2965,2,4,2,1.0,1,1,10.27,1996,0,0,Commercial,14900000,29,5025.2951096121415,6
Colombo 7,2125,1,5,2,1.0,0,1,13.44,2005,0,0,Commercial,70900000,20,33364.705882352944,7
Colombo 7,5076,2,3,3,1.0,0,0,4.53,2011,0,0,Residential,57000000,14,11229.314420803783,6
Colombo 7,2246,2,2,3,1.0,1,1,4.16,2008,0,0,Residential,90900000,17,40471.95013357079,5
Colombo 7,613,2,3,2,1.0,1,1,9.44,1997,0,0,Residential,17000000,28,27732.463295269168,5
Colombo 7,5199,3,5,4,1.0,0,1,9.51,1990,0,1,Residential,68400000,35,13156.376226197346,9
Colombo 7,2878,1,4,2,1.0,0,1,5.59,1980,0,0,Residential,23500000,45,8165.392633773454,6
Colombo 7,3755,2,5,4,1.0,1,1,11.91,1989,0,0,Residential,77200000,36,20559.25432756325,9
Colombo 7,729,3,4,4,1.0,0,2,9.25,1992,0,1,Residential,71100000,33,97530.86419753087,8
Colombo 7,4414,2,4,4,1.0,1,1,3.57,2012,0,0,Residential,42000000,13,9515.1789759855,8
Colombo 7,5533,1,1,3,1.0,1,1,22.49,1987,0,1,Residential,66700000,38,12054.94306885957,4
Colombo 7,3816,2,2,2,1.0,0,1,22.49,1998,0,0,Residential,69200000,27,18134.171907756812,4
Colombo 7,3538,1,5,2,1.0,1,1,7.6,1987,0,1,Commercial,72900000,38,20604.861503674394,7
Colombo 7,4528,2,4,1,1.0,1,0,6.58,1975,0,0,Residential,11000000,50,2429.3286219081274,5
Colombo 7,2640,1,5,3,1.0,0,2,15.04,2022,0,1,Residential,93300000,3,35340.90909090909,8
Colombo 7,627,2,5,1,1.0,1,0,16.88,2010,0,0,Residential,88100000,15,140510.3668261563,6
Colombo 7,2713,1,4,1,1.0,0,2,24.07,2023,0,0,Commercial,84800000,2,31256.911168448212,5
Colombo 7,1852,2,3,4,1.0,1,1,11.3,1992,0,0,Residential,59200000,33,31965.442764578835,7
Colombo 7,4956,2,2,3,1.0,1,1,16.6,2022,0,0,Residential,8900000,3,1795.8030669895077,5
Colombo 7,2646,3,2,1,1.0,0,2,22.32,2007,0,0,Residential,6060000,18,2290.249433106576,3
Colombo 7,5155,3,1,2,1.0,0,2,12.9,2012,0,0,Residential,29200000,13,5664.403491755577,3
Colombo 7,4623,1,1,1,1.0,0,0,5.69,2017,0,1,Residential,17100000,8,3698.896820246593,2
Colombo 7,4996,2,1,3,1.0,0,2,11.3,1980,1,1,Residential,72100000,45,14431.545236188951,4
Colombo 7,3974,1,2,2,1.0,0,1,6.0,1991,0,1,Residential,34500000,34,8681.42929038752,4
Colombo 7,4066,3,3,2,1.0,0,0,3.37,1978,0,0,Residential,71300000,47,17535.661583866207,5
Colombo 7,3681,1,2,2,1.0,1,2,19.53,1988,0,0,Residential,96100000,37,26107.03613148601,4
Colombo 7,4378,1,2,4,1.0,0,2,8.25,2004,0,0,Commercial,91300000,21,20854.27135678392,6
Colombo 7,1229,3,2,2,1.0,1,0,3.04,2020,0,0,Residential,61700000,5,50203.417412530514,4
Colombo 7,869,2,2,4,1.0,0,2,22.19,1994,0,0,Residential,12400000,31,14269.2750287687,6
Colombo 7,3239,1,3,4,1.0,1,1,12.76,1982,1,1,Residential,35000000,43,10805.804260574252,7
Colombo 7,2593,3,1,1,1.0,1,0,8.25,1976,0,1,Residential,46900000,49,18087.157732356343,2
Colombo 7,3491,2,5,1,1.0,0,2,8.78,2011,0,0,Residential,98500000,14,28215.411057003723,6
Colombo 7,5557,3,1,2,1.0,1,1,8.29,1978,0,1,Residential,61300000,47,11031.131905704517,3
Colombo 7,4032,1,1,3,1.0,1,2,7.28,1984,0,0,Commercial,75600000,41,18750.0,4
Colombo 7,1880,2,5,2,1.0,1,0,21.51,1994,0,1,Residential,54400000,31,28936.17021276596,7
Colombo 7,2960,2,2,1,1.0,0,2,6.75,2009,0,0,Commercial,50500000,16,17060.81081081081,3
Colombo 7,1175,3,3,2,1.0,0,2,15.36,2022,0,0,Residential,13800000,3,11744.68085106383,5
Colombo 7,1907,3,3,1,1.0,1,2,4.7,1984,0,0,Commercial,69200000,41,36287.362349239644,4
Colombo 7,3792,3,1,2,1.0,0,1,23.89,2002,1,0,Residential,86500000,23,22811.181434599155,3
Colombo 7,3778,2,5,3,1.0,0,1,16.27,1989,1,0,Residential,12500000,36,3308.628904182107,8
Colombo 7,3334,2,4,2,1.0,1,2,22.87,2010,0,1,Residential,36700000,15,11007.798440311937,6
Colombo 7,2812,1,2,3,1.0,1,2,11.75,1975,0,1,Residential,68800000,50,24466.571834992887,5
Colombo 7,2952,2,1,3,1.0,0,0,20.83,1996,0,1,Residential,67000000,29,22696.47696476965,4
Colombo 7,4168,1,3,2,1.0,0,2,21.78,2001,0,0,Residential,44800000,24,10748.56046065259,5
Colombo 7,2255,3,5,3,1.0,0,0,18.46,2003,0,0,Residential,67000000,22,29711.751662971175,8
Colombo 7,2179,3,5,3,1.0,1,1,5.04,1989,0,1,Residential,85500000,36,39238.182652592935,8
Colombo 7,2803,2,1,1,1.0,0,2,3.35,1984,0,0,Residential,23600000,41,8419.550481626828,2
Colombo 7,1990,3,4,1,1.0,0,0,6.71,1994,0,0,Commercial,65900000,31,33115.57788944724,5
Colombo 7,2342,3,3,3,1.0,0,1,5.6,1996,0,0,Residential,67400000,29,28778.82152006832,6
Colombo 7,2525,2,1,4,1.0,1,0,18.95,2022,0,0,Residential,41100000,3,16277.227722772277,5
Colombo 7,1219,1,4,2,1.0,1,1,15.25,1983,0,0,Residential,69600000,42,57095.98031173093,6
Colombo 7,1874,2,5,3,1.0,1,2,14.57,2006,0,0,Commercial,61800000,19,32977.58804695838,8
Colombo 7,1556,1,2,2,1.0,0,0,8.56,1991,0,0,Residential,13700000,34,8804.627249357327,4
Colombo 8,2539,2,3,1,1.0,0,2,6.4,2016,0,0,Residential,89300000,9,35171.32729421032,4
Colombo 8,4553,2,3,2,1.0,1,0,7.54,1993,0,1,Residential,22800000,32,5007.687239182957,5
Colombo 8,2981,3,4,3,1.0,0,1,11.81,2014,0,1,Residential,73900000,11,24790.338812479033,7
Colombo 8,1568,2,1,3,1.0,0,0,19.28,2001,0,0,Residential,35300000,24,22512.755102040817,4
Colombo 8,1916,2,5,3,1.0,0,0,8.6,2011,0,1,Residential,56500000,14,29488.517745302714,8
Colombo 8,1643,1,4,3,1.0,1,2,18.37,2008,0,0,Residential,44400000,17,27023.73706634206,7
Colombo 8,881,3,2,4,1.0,0,2,13.81,2021,0,0,Residential,57500000,4,65266.742338251985,6
Colombo 8,3444,1,2,4,1.0,0,2,22.48,2023,0,0,Residential,11800000,2,3426.248548199768,6
Colombo 8,1658,1,2,4,1.0,1,1,8.12,1984,0,1,Residential,57000000,41,34378.769601930035,6
Colombo 8,4893,3,4,3,1.0,0,2,12.92,2004,0,0,Commercial,55000000,21,11240.547721234416,7
Colombo 8,3132,3,5,4,1.0,1,0,5.13,1995,0,0,Residential,37200000,30,11877.394636015326,9
Colombo 8,4428,3,3,2,1.0,0,1,10.37,1995,1,1,Residential,72500000,30,16373.080397470641,5
Colombo 8,5778,2,1,3,1.0,1,2,14.15,2008,0,0,Commercial,6760000,17,1169.9550017307026,4
Colombo 8,5880,3,3,1,1.0,1,0,19.12,1983,0,1,Residential,18800000,42,3197.278911564626,4
Colombo 8,1608,3,5,3,1.0,0,0,7.36,2008,0,0,Residential,33200000,17,20646.766169154227,8
Colombo 8,1829,3,3,2,1.0,0,1,7.8,1986,0,1,Residential,71600000,39,39147.0749043193,5
Colombo 8,1635,1,4,4,1.0,1,0,16.89,2021,0,0,Residential,29300000,4,17920.489296636086,8
Colombo 8,5185,1,2,3,1.0,0,2,11.41,1995,0,0,Commercial,26500000,30,5110.896817743491,5
Colombo 8,875,2,5,4,1.0,1,0,13.61,1994,1,0,Residential,11100000,31,12685.714285714286,9
Colombo 8,3340,1,5,3,1.0,0,2,21.39,1980,0,0,Residential,71200000,45,21317.36526946108,8
Colombo 8,2889,2,3,2,1.0,0,2,13.98,2019,0,0,Residential,58700000,6,20318.449290411907,5
Colombo 8,1839,1,4,3,1.0,0,1,17.35,2010,0,1,Residential,40500000,15,22022.838499184338,7
Colombo 8,5970,3,3,4,1.0,0,0,17.45,1986,0,0,Commercial,77600000,39,12998.324958123952,7
Colombo 8,725,1,3,4,1.0,1,1,20.68,2015,0,1,Residential,66100000,10,91172.41379310345,7
Colombo 8,4665,2,5,2,1.0,1,1,17.04,2005,1,0,Residential,45400000,20,9732.047159699892,7
Colombo 8,4912,1,3,3,1.0,0,1,4.43,1976,0,0,Residential,32200000,49,6555.374592833876,6
Colombo 8,4468,3,2,1,1.0,0,2,10.53,1990,0,0,Residential,9770000,35,2186.660698299015,3
Colombo 8,1808,2,3,3,1.0,0,2,24.76,1975,0,1,Residential,72500000,50,40099.55752212389,6
Colombo 8,5942,3,2,2,1.0,0,2,7.32,1978,0,1,Residential,27500000,47,4628.071356445641,4
Colombo 8,3849,3,5,1,1.0,0,2,15.91,2021,0,0,Residential,64700000,4,16809.560924915564,6
Colombo 8,1518,2,4,2,1.0,1,0,21.54,1975,0,0,Residential,15400000,50,10144.927536231884,6
Colombo 8,4523,3,2,3,1.0,1,0,15.9,2021,0,0,Residential,83200000,4,18394.870661065663,5
Colombo 8,5003,3,4,1,1.0,0,2,11.19,2009,0,0,Residential,37600000,16,7515.490705576654,5
Colombo 8,2569,1,4,2,1.0,1,2,4.77,1987,1,1,Residential,5270000,38,2051.381860646166,6
Colombo 8,3393,3,2,4,1.0,1,0,10.96,2019,0,0,Residential,6810000,6,2007.0733863837313,6
Colombo 8,1491,3,5,1,1.0,0,1,7.01,2016,0,1,Residential,66800000,9,44802.14621059691,6
Colombo 8,5070,3,1,1,1.0,1,1,24.14,2005,0,1,Commercial,50400000,20,9940.828402366864,2
Colombo 8,2633,3,4,2,1.0,1,2,18.73,1994,0,1,Residential,51300000,31,19483.478921382455,6
Colombo 8,1964,2,4,4,1.0,1,1,19.49,1981,0,0,Residential,18600000,44,9470.468431771895,8
Colombo 8,728,1,5,1,1.0,1,2,12.59,2014,1,1,Residential,12900000,11,17719.78021978022,6
Colombo 8,1614,3,5,2,1.0,0,2,5.42,2007,0,0,Residential,81200000,18,50309.78934324659,7
Colombo 8,2399,3,3,1,1.0,1,2,8.87,2002,0,1,Residential,6810000,23,2838.6827844935387,4
Colombo 8,5212,2,5,1,1.0,1,0,8.71,2018,1,1,Residential,6790000,7,1302.762854950115,6
Colombo 8,2118,3,4,1,1.0,1,1,13.71,2018,0,0,Residential,16000000,7,7554.296506137866,5
Colombo 8,4781,2,2,4,1.0,0,0,13.14,1994,0,0,Residential,62600000,31,13093.495084710312,6
Colombo 8,1798,1,1,3,1.0,1,1,12.53,2006,0,0,Commercial,34100000,19,18965.51724137931,4
Colombo 8,4473,1,3,3,1.0,1,0,13.91,1983,0,0,Residential,12900000,42,2883.970489604292,6
Colombo 8,5838,3,2,4,1.0,1,0,24.71,2008,0,1,Residential,63000000,17,10791.366906474821,6
Colombo 8,3074,3,1,4,1.0,0,2,9.56,1988,1,0,Residential,70800000,37,23031.880286271957,5
Colombo 8,4085,3,1,2,1.0,0,2,16.54,1978,0,0,Residential,34300000,47,8396.57282741738,3
Colombo 8,4649,2,1,1,1.0,0,0,8.27,2003,1,0,Residential,54100000,22,11636.911163691117,2
Colombo 8,4319,3,2,4,1.0,0,1,13.27,1989,0,0,Residential,48400000,36,11206.297754109748,6
Colombo 8,902,3,3,2,1.0,0,1,7.4,1991,0,0,Residential,80700000,34,89467.84922394679,5
Colombo 8,4552,1,3,3,1.0,1,2,15.28,1993,0,1,Residential,43800000,32,9622.144112478032,6
Colombo 8,5283,3,1,3,1.0,0,2,8.83,2012,0,1,Residential,44400000,13,8404.315729699034,4
Colombo 8,1586,1,2,3,1.0,1,1,3.81,1983,0,0,Residential,96600000,42,60907.94451450189,5
Colombo 8,2463,3,1,3,1.0,0,1,20.94,2001,0,1,Residential,90000000,24,36540.80389768575,4
Colombo 8,5040,1,5,2,1.0,0,1,5.82,2023,0,0,Residential,74700000,2,14821.42857142857,7
Colombo 8,5509,3,3,1,1.0,0,2,11.1,1989,0,0,Residential,31600000,36,5736.068251951352,4
Colombo 8,3672,1,4,2,1.0,1,1,13.5,2011,0,0,Residential,86400000,14,23529.41176470588,6
Colombo 8,3724,2,1,1,1.0,1,2,12.51,2002,0,0,Residential,35100000,23,9425.349087003222,2
Colombo 8,1927,1,5,3,1.0,1,0,18.96,1978,0,1,Residential,29800000,47,15464.452516865595,8
Colombo 8,5788,1,3,4,1.0,0,0,16.13,1995,0,0,Residential,88100000,30,15221.147201105736,7
Colombo 8,3008,1,2,4,1.0,0,0,9.5,2008,0,0,Residential,12900000,17,4288.563829787234,6
Colombo 8,4273,3,3,4,1.0,0,1,4.14,1993,0,0,Commercial,44500000,32,10414.228879007724,7
Colombo 8,3891,3,2,1,1.0,0,2,19.89,2011,0,0,Residential,9490000,14,2438.9617065021844,3
Colombo 8,4633,3,2,3,1.0,0,1,10.76,1978,0,0,Residential,96900000,47,20915.173753507446,5
Colombo 8,5705,2,1,2,1.0,0,2,22.57,2011,0,0,Residential,17800000,14,3120.0701139351445,3
Colombo 8,1303,2,1,4,1.0,1,1,11.69,2006,0,0,Residential,81500000,19,62547.96623177283,5
Colombo 8,1174,1,3,1,1.0,1,0,18.79,2019,1,1,Residential,42700000,6,36371.37989778535,4
Colombo 8,3832,2,5,4,1.0,0,2,23.67,2022,0,0,Residential,32800000,3,8559.498956158664,9
Colombo 8,5808,1,3,2,1.0,1,1,17.33,1986,0,0,Residential,96400000,39,16597.79614325069,5
Colombo 8,5383,1,4,3,1.0,1,2,12.1,2015,0,1,Residential,39700000,10,7375.06966375627,7
Colombo 8,3232,1,2,2,1.0,1,2,15.48,1990,0,1,Residential,68700000,35,21256.188118811882,4
Colombo 8,4428,2,2,3,1.0,0,1,14.96,1988,1,0,Residential,98400000,37,22222.222222222223,5
Colombo 8,3830,3,1,3,1.0,0,1,15.87,1975,0,1,Residential,12500000,50,3263.7075718015667,4
Colombo 8,1088,2,5,3,1.0,0,2,6.23,2006,0,1,Residential,58000000,19,53308.82352941176,8
Colombo 8,1947,1,1,4,1.0,0,2,18.37,1995,1,0,Residential,26800000,30,13764.766307139189,5
Colombo 8,4281,1,4,2,1.0,1,0,6.19,1978,0,1,Residential,35300000,47,8245.736977341743,6
Colombo 8,3773,2,3,4,1.0,0,2,3.32,1983,0,1,Residential,6460000,42,1712.1653856347734,7
Colombo 8,5189,1,3,2,1.0,0,0,16.75,2020,0,0,Residential,77200000,5,14877.625746772017,5
Colombo 8,2267,1,5,1,1.0,0,0,5.57,1996,0,0,Commercial,89800000,29,39611.8217909131,6
Colombo 8,2237,2,1,1,1.0,1,0,19.95,1986,0,0,Residential,7000000,39,3129.190880643719,2
Colombo 8,4714,2,1,2,1.0,1,2,22.05,2004,1,0,Residential,92700000,21,19664.828171404326,3
Colombo 8,4153,2,4,2,1.0,1,0,23.78,2004,0,0,Residential,33400000,21,8042.379003130267,6
Colombo 8,1600,1,3,2,1.0,1,2,17.62,2006,1,0,Residential,95700000,19,59812.5,5
Colombo 8,1450,1,1,2,1.0,1,2,13.6,2010,0,1,Residential,11600000,15,8000.0,3
Colombo 8,1988,3,5,3,1.0,0,1,10.75,1981,0,1,Residential,37300000,44,18762.575452716297,8
Colombo 8,4312,3,3,4,1.0,1,2,13.8,1991,1,0,Commercial,65400000,34,15166.975881261596,7
Colombo 8,1967,2,4,3,1.0,1,2,7.19,1975,0,0,Residential,11600000,50,5897.305541433655,7
Colombo 8,1421,3,5,4,1.0,0,0,10.67,1988,0,0,Residential,7310000,37,5144.264602392681,9
Colombo 8,1054,1,2,4,1.0,0,2,18.79,2021,0,0,Residential,71700000,4,68026.56546489564,6
Colombo 8,2224,3,4,4,1.0,0,2,7.78,2018,0,0,Residential,21900000,7,9847.122302158274,8
Colombo 8,3372,1,5,3,1.0,1,1,8.81,2018,0,1,Residential,11000000,7,3262.158956109134,8
Colombo 8,4326,2,1,2,1.0,0,1,19.49,2012,0,0,Residential,70500000,13,16296.809986130374,3
Colombo 8,3747,2,2,3,1.0,1,0,6.91,2000,0,0,Residential,60800000,25,16226.314384841206,5
Colombo 8,4689,1,4,3,1.0,0,0,8.41,2001,0,0,Residential,24700000,24,5267.647686073789,7
Colombo 8,5406,3,1,4,1.0,1,1,3.39,2019,0,1,Residential,17600000,6,3255.6418793932667,5
Colombo 8,2790,2,2,1,1.0,1,1,18.84,1990,1,0,Residential,39200000,35,14050.179211469534,3
Colombo 8,1516,2,3,1,1.0,1,2,16.59,2020,0,0,Commercial,9370000,5,6180.738786279683,4
Colombo 9,4586,3,1,3,1.0,1,0,18.28,1981,0,1,Residential,24800000,44,5407.762756214566,4
Colombo 9,3475,3,5,4,1.0,0,0,7.72,2006,1,0,Commercial,28300000,19,8143.884892086331,9
Colombo 9,2040,1,4,3,1.0,0,2,18.12,1999,0,0,Residential,74300000,26,36421.56862745098,7
Colombo 9,5000,3,2,3,1.0,1,2,16.12,2005,0,0,Residential,78600000,20,15720.0,5
Colombo 9,1335,3,1,2,1.0,0,0,11.05,1990,0,1,Commercial,19100000,35,14307.116104868914,3
Colombo 9,4168,3,3,4,1.0,1,1,12.63,2015,0,1,Commercial,63000000,10,15115.163147792706,7
Colombo 9,3938,1,4,1,1.0,0,1,15.49,1988,0,0,Commercial,45800000,37,11630.269172168613,5
Colombo 9,3615,1,4,1,1.0,0,2,13.85,1999,1,0,Residential,91600000,26,25338.86583679115,5
Colombo 9,3489,2,1,1,1.0,1,0,17.12,2004,0,0,Residential,63700000,21,18257.38033820579,2
Colombo 9,1561,1,3,3,1.0,1,2,6.98,1981,1,0,Residential,44800000,44,28699.551569506726,6
Colombo 9,3589,2,2,4,1.0,0,1,14.9,1986,0,1,Residential,47300000,39,13179.158539983282,6
Colombo 9,4448,3,1,2,1.0,1,1,12.91,1977,0,0,Residential,25700000,48,5777.877697841726,3
Colombo 9,1626,2,2,1,1.0,0,2,13.14,2001,0,0,Residential,83500000,24,51353.0135301353,3
Colombo 9,4465,2,4,4,1.0,0,1,13.33,2020,0,0,Residential,32300000,5,7234.04255319149,8
Colombo 9,3463,3,2,1,1.0,0,0,22.39,1993,0,0,Residential,91400000,32,26393.300606410627,3
Colombo 9,3101,2,3,2,1.0,1,2,21.01,2017,0,0,Residential,47700000,8,15382.134795227346,5
Colombo 9,2547,1,5,4,1.0,1,2,16.85,2011,1,0,Residential,14700000,14,5771.4958775029445,9
Colombo 9,1777,1,3,3,1.0,0,2,18.76,2019,0,1,Residential,69500000,6,39110.86100168824,6
Colombo 9,5360,1,2,3,1.0,1,1,3.94,2016,0,1,Residential,67400000,9,12574.626865671642,5
Colombo 9,611,1,1,1,1.0,1,0,19.37,1981,0,1,Residential,77500000,44,126841.24386252045,2
Colombo 9,5852,2,4,1,1.0,0,2,13.7,2023,0,0,Residential,39100000,2,6681.476418318523,5
Colombo 9,4999,2,5,4,1.0,1,2,9.99,1990,0,0,Commercial,10300000,35,2060.4120824164834,9
Colombo 9,3964,3,1,2,1.0,1,1,6.08,2006,0,0,Commercial,94800000,19,23915.23713420787,3
Colombo 9,3622,2,1,1,1.0,0,0,4.65,1982,0,0,Residential,99200000,43,27388.183324130314,2
Colombo 9,3971,2,3,4,1.0,1,2,3.99,2023,0,0,Residential,48600000,2,12238.730798287585,7
Colombo 9,3430,2,2,2,1.0,0,1,6.56,1987,0,1,Residential,56300000,38,16413.99416909621,4
Colombo 9,642,3,3,1,1.0,1,2,3.66,1985,0,0,Residential,57400000,40,89408.09968847352,4
Colombo 9,1543,1,2,1,1.0,1,1,19.12,1994,0,0,Residential,87500000,31,56707.71224886584,3
Colombo 9,2990,2,3,4,1.0,0,0,8.47,1992,0,0,Residential,34900000,33,11672.240802675586,7
Colombo 9,3145,3,1,1,1.0,0,1,11.11,2011,0,0,Residential,46300000,14,14721.780604133546,2
Colombo 9,3011,3,4,3,1.0,1,2,21.1,1980,0,0,Residential,83900000,45,27864.496844902027,7
Colombo 9,5586,3,2,2,1.0,0,2,5.52,1994,0,0,Residential,15400000,31,2756.8922305764413,4
Colombo 9,1604,1,5,2,1.0,0,1,21.38,2006,0,0,Residential,10700000,19,6670.822942643392,7
Colombo 9,620,2,5,3,1.0,1,0,17.07,2020,0,0,Commercial,73100000,5,117903.2258064516,8
Colombo 9,1006,3,1,4,1.0,0,0,10.52,2018,0,0,Residential,74500000,7,74055.66600397615,5
Colombo 9,1614,1,3,3,1.0,1,2,5.59,2003,0,0,Residential,28200000,22,17472.118959107807,6
Colombo 9,5031,3,3,3,1.0,1,2,5.01,1978,0,0,Residential,19300000,47,3836.215464122441,6
Colombo 9,2438,3,1,2,1.0,0,1,10.38,1981,0,0,Residential,81400000,44,33388.02296964725,3
Colombo 9,3788,3,5,4,1.0,1,1,6.09,2017,0,0,Commercial,82700000,8,21832.10137275607,9
Colombo 9,5843,3,5,1,1.0,0,1,8.89,1994,0,1,Residential,86800000,31,14855.38250898511,6
Colombo 9,1314,3,3,3,1.0,1,0,4.17,2008,0,0,Commercial,57200000,17,43531.20243531202,6
Colombo 9,4746,1,2,3,1.0,0,0,16.09,2010,0,0,Commercial,61900000,15,13042.562157606406,5
Colombo 9,4454,2,4,4,1.0,0,2,6.2,1981,0,0,Residential,24900000,44,5590.4804669959585,8
Colombo 9,5019,2,2,3,1.0,1,2,19.65,2007,1,0,Residential,5900000,18,1175.5329746961547,5
Colombo 9,5484,2,5,4,1.0,0,2,7.8,1989,0,0,Residential,55100000,36,10047.410649161196,9
Colombo 9,740,2,2,1,1.0,0,1,20.56,2006,0,0,Commercial,74400000,19,100540.54054054055,3
Colombo 9,5165,1,4,4,1.0,0,0,7.18,1996,0,0,Commercial,17900000,29,3465.6340755082283,8
Colombo 9,5482,1,2,1,1.0,1,2,18.87,2014,0,0,Residential,61400000,11,11200.291864283108,3
Colombo 9,1563,1,2,4,1.0,1,2,10.33,2003,0,0,Residential,74300000,22,47536.788227767116,6
Colombo 9,972,3,2,3,1.0,0,2,15.83,1999,0,0,Residential,70700000,26,72736.62551440329,5
Colombo 9,4235,3,2,1,1.0,0,2,3.85,1979,0,0,Residential,66100000,46,15608.028335301062,3
Colombo 9,3141,3,1,3,1.0,1,2,13.9,1988,1,0,Residential,13100000,37,4170.64629099013,4
Colombo 9,4210,2,5,1,1.0,1,2,6.27,2009,0,0,Residential,24800000,16,5890.7363420427555,6
Colombo 9,2292,3,4,4,1.0,1,0,13.7,1976,1,0,Residential,12200000,49,5322.862129144852,8
Colombo 9,5875,2,5,4,1.0,0,2,6.11,1999,0,1,Residential,18000000,26,3063.8297872340427,9
Colombo 9,705,3,1,4,1.0,1,0,12.62,1990,0,0,Residential,90900000,35,128936.17021276595,5
Colombo 9,2281,2,1,2,1.0,0,1,5.43,2020,0,1,Residential,11400000,5,4997.807978956598,3
Colombo 9,4697,3,1,2,1.0,1,0,7.84,1990,0,0,Residential,37900000,35,8068.980200127741,3
Colombo 9,4616,3,1,1,1.0,0,1,16.09,1985,0,0,Residential,82000000,40,17764.29809358752,2
Colombo 9,3236,1,2,2,1.0,1,0,24.49,2023,0,0,Residential,35800000,2,11063.040791100124,4
Colombo 9,2737,3,5,4,1.0,0,0,12.88,2009,0,0,Residential,9230000,16,3372.305443916697,9
Colombo 9,4016,3,3,2,1.0,1,2,18.12,1997,1,0,Commercial,92800000,28,23107.56972111554,5
Colombo 9,5045,1,4,2,1.0,1,0,14.87,1979,0,0,Residential,58100000,46,11516.352824578791,6
Colombo 9,4130,2,1,3,1.0,0,0,13.96,2009,0,0,Residential,90300000,16,21864.406779661018,4
Colombo 9,1886,1,5,1,1.0,1,2,4.42,2003,0,0,Residential,77200000,22,40933.191940615056,6
Colombo 9,3779,1,1,1,1.0,1,1,6.17,2021,0,1,Residential,12600000,4,3334.215400899709,2
Colombo 9,5758,2,1,1,1.0,1,2,22.43,1979,0,0,Residential,34300000,46,5956.929489406044,2
Colombo 9,4254,3,1,2,1.0,1,2,12.02,1977,0,1,Residential,63400000,48,14903.620122237893,3
Colombo 9,2959,2,1,4,1.0,0,2,16.52,1980,0,0,Residential,46900000,45,15849.949307198378,5
Colombo 9,1044,3,1,3,1.0,0,1,14.62,1997,0,0,Residential,41900000,28,40134.099616858235,4
Colombo 9,5647,3,4,1,1.0,1,0,11.34,2020,0,1,Residential,41800000,5,7402.160439171242,5
Colombo 9,635,2,5,2,1.0,0,0,11.53,1976,0,1,Residential,17700000,49,27874.015748031496,7
Colombo 9,5803,1,1,4,1.0,0,2,15.22,1992,0,1,Residential,65300000,33,11252.800275719455,5
Colombo 9,2075,2,1,3,1.0,0,2,6.11,2004,0,0,Commercial,5520000,21,2660.240963855422,4
Colombo 9,4557,3,1,3,1.0,0,0,11.52,2012,0,0,Residential,36900000,13,8097.432521395655,4
Colombo 9,2398,2,1,1,1.0,0,0,12.83,1979,0,0,Residential,74500000,46,31067.556296914096,2
Colombo 9,2445,2,2,1,1.0,1,0,24.67,2020,0,0,Residential,36700000,5,15010.224948875255,3
Colombo 9,2008,3,2,4,1.0,0,1,10.73,2023,0,1,Residential,78100000,2,38894.42231075697,6
Colombo 9,5891,1,3,2,1.0,1,1,17.18,1985,0,0,Residential,25300000,40,4294.686810388728,5
Colombo 9,2308,2,1,4,1.0,0,2,6.02,1975,0,1,Residential,90000000,50,38994.800693240904,5
